,res_PCA_anomalous_DNN,res_PCA_autoencoder_DNN,res_PCA_rbm_DNN,res_PCA_anomalous_RF,res_PCA_autoencoder_RF,res_PCA_rbm_RF
0,0.0501344390213,0.0504865832627,0.0537612177432,0.0492159314454,0.0503801070154,0.0531540736556
1,0.0529439710081,0.0490913279355,0.0524195618927,0.0516290105879,0.0493570156395,0.0529199838638
2,0.0509939081967,0.0486259609461,0.0514681525528,0.0501025989652,0.0507175549865,0.0545612685382
3,0.0523824766278,0.0493677705526,0.0543286278844,0.0506079569459,0.0504292435944,0.0520430095494
4,0.0530330426991,0.0485011786222,0.0535798147321,0.051373578608,0.0493189282715,0.052047315985
5,0.0556254833937,0.0500520467758,0.0540179386735,0.0515300408006,0.0513159893453,0.05220535025
6,0.0522694885731,0.0487911254168,0.0522964857519,0.053427990526,0.0520412661135,0.0509557314217
7,0.0521113313735,0.0495905056596,0.0515440218151,0.052493698895,0.0487684383988,0.0515489093959
8,0.050856679678,0.0516462959349,0.0530982352793,0.0516063012183,0.050182312727,0.0528640374541
9,0.0514052473009,0.0517797544599,0.0512191876769,0.0511420294642,0.0490319915116,0.0542713217437
10,0.0518986061215,0.0493504926562,0.0533888824284,0.0503934957087,0.0488497763872,0.0516831316054
11,0.0524140708148,0.050834890455,0.0530646778643,0.0498065277934,0.0498487055302,0.0510850176215
12,0.050405818969,0.0491299666464,0.0548683404922,0.0539895184338,0.0484793260694,0.0515734478831
13,0.0506441295147,0.0518899187446,0.0533626675606,0.0503893829882,0.0514346547425,0.0516560412943
14,0.0521655604243,0.0505788885057,0.0519521869719,0.051169667393,0.0486874952912,0.0557600930333
15,0.0494009181857,0.0510497204959,0.0530892647803,0.0537109076977,0.0506520532072,0.0526059083641
16,0.050073582679,0.050481647253,0.0526366271079,0.0520437732339,0.049018856138,0.0551788769662
17,0.0518471375108,0.0504409335554,0.0526363961399,0.0548777729273,0.0506308302283,0.0531838089228
18,0.0503816455603,0.049990311265,0.0517052784562,0.0523777194321,0.0525709949434,0.0538165345788
19,0.0529053546488,0.0495395250618,0.053657758981,0.0561292842031,0.052331328392,0.0541116856039
20,0.0517786629498,0.0510266721249,0.0551833622158,0.0525231733918,0.0514911785722,0.0522088706493
21,0.0515068173409,0.050028629601,0.0540803931653,0.0514984764159,0.0497576594353,0.051312405616
22,0.0508611388505,0.0494334623218,0.0509113669395,0.051992751658,0.0507996156812,0.0517876259983
23,0.0505614951253,0.0493517816067,0.0526879876852,0.0531696490943,0.048606660217,0.0521068125963
24,0.0512965470552,0.0483122617006,0.0547401160002,0.0499098561704,0.0501600280404,0.0528321638703
