,res_PCA_anomalous_DNN,res_PCA_autoencoder_DNN,res_PCA_rbm_DNN,res_PCA_anomalous_RF,res_PCA_autoencoder_RF,res_PCA_rbm_RF
0,0.0710061118007,0.0673741921782,0.0690391436219,0.0713316574693,0.0680426210165,0.0693095624447
1,0.0693155601621,0.0677684471011,0.0688492357731,0.0712463855743,0.0675213187933,0.0705890506506
2,0.0701320692897,0.0674733296037,0.068314768374,0.0691403150558,0.0664671137929,0.0686214491725
3,0.0692847892642,0.0674461647868,0.070815294981,0.0688081905246,0.0669009760022,0.0702678114176
4,0.0701336711645,0.0692840889096,0.0692188441753,0.0709168463945,0.0665534883738,0.0691449642181
5,0.0705984607339,0.0670060887933,0.0694074779749,0.0710150972009,0.0669707432389,0.0689848437905
6,0.0682327523828,0.0666594430804,0.0698232650757,0.0711293742061,0.0677593052387,0.068967781961
7,0.0715996325016,0.0688972622156,0.0714267417789,0.0700198188424,0.0675809085369,0.0691946819425
8,0.0700830668211,0.0689984112978,0.0677834451199,0.0690598934889,0.0668671056628,0.0715924948454
9,0.0715130418539,0.0679802671075,0.0700950324535,0.0702916458249,0.0667389333248,0.0696097835898
10,0.0709405988455,0.0669141486287,0.0690308138728,0.0700893700123,0.0682557746768,0.0703768208623
11,0.0688885822892,0.0666315928102,0.0694812908769,0.0695000961423,0.0668132007122,0.0692595541477
12,0.0687229409814,0.0664392113686,0.0678777620196,0.0690578073263,0.0660244598985,0.0691224336624
13,0.0695170760155,0.0677980259061,0.0686678364873,0.0714645385742,0.0675982609391,0.0693097114563
14,0.0689540728927,0.0688047409058,0.0737181380391,0.0696968957782,0.0671040117741,0.0700683444738
15,0.0686172172427,0.0671987608075,0.0700441747904,0.0712431371212,0.0663794353604,0.0690279006958
16,0.070738658309,0.0674781501293,0.0691258832812,0.070643492043,0.0677575096488,0.0692911222577
17,0.0690070688725,0.0682214945555,0.0692468732595,0.0682375952601,0.065872207284,0.0689262673259
18,0.0698211714625,0.0668515861034,0.0693511068821,0.0713755115867,0.0657058656216,0.0692485868931
19,0.0716135799885,0.0669598206878,0.0697062239051,0.0691132321954,0.0683728009462,0.068795375526
20,0.070215202868,0.0668348371983,0.0696078389883,0.0694961026311,0.0661824047565,0.0691329389811
21,0.0711525529623,0.0661599710584,0.0700760707259,0.0700903907418,0.0693836733699,0.0684809908271
22,0.0676219090819,0.0674532800913,0.068905711174,0.0677874311805,0.0679423883557,0.0688553750515
23,0.0707398727536,0.0670812502503,0.0690182521939,0.0713369846344,0.0665466710925,0.0699062645435
24,0.0696493685246,0.0689421147108,0.0688596442342,0.0702659934759,0.0672937035561,0.0698676630855
