,OHCLV,Anomalous,Autoencoder,PCA,RBM,OHCLV_Anomalous,OHCLV_Autoencoder,OHCLV_PCA,OHCLV_RBM,PCA_anomalous,PCA_autoencoder,PCA_rbm
0,0.0732899531722,0.0607027187943,0.071425460279,0.0609004683793,0.0697770789266,0.0724689662457,0.0750614851713,0.0788568109274,0.0612699836493,0.0698678568006,0.0757696181536,0.0631119310856
1,0.0728915780783,0.0473747104406,0.0736933723092,0.0652604922652,0.0696039795876,0.0708764344454,0.0743875727057,0.0756066963077,0.0660199895501,0.0707937031984,0.0783779472113,0.0626445412636
2,0.0747049972415,0.0477476119995,0.0746928304434,0.0645980685949,0.0710127949715,0.0730966627598,0.0748004615307,0.082115739584,0.0659966543317,0.0651221647859,0.0754640102386,0.06975081563
3,0.072125069797,0.0544841066003,0.0740876421332,0.0638803839684,0.0708730891347,0.0691900998354,0.0770034492016,0.0796371176839,0.0714939162135,0.0698551386595,0.0730128288269,0.0623478293419
4,0.0751643180847,0.047617085278,0.075389534235,0.0617652200162,0.0713352560997,0.0670624673367,0.0774266570807,0.0751674324274,0.063621416688,0.067143522203,0.0767761617899,0.0692534595728
5,0.0732432305813,0.0569293051958,0.0737459734082,0.0660752058029,0.0724855363369,0.07193287462,0.0753645971417,0.0762767344713,0.063841894269,0.0646635442972,0.0741530284286,0.0627199858427
6,0.0757921785116,0.0614982694387,0.0728970393538,0.0631855726242,0.0680767968297,0.0650279000401,0.0763923451304,0.0762210190296,0.0630533695221,0.0695843249559,0.0761604383588,0.0612789765
7,0.0750061273575,0.049297939986,0.0743491053581,0.0667632371187,0.0704420730472,0.0699168220162,0.0774846076965,0.0760457962751,0.066541351378,0.06816662848,0.0775289013982,0.0622365549207
8,0.0750415921211,0.0563256926835,0.071914948523,0.0660811439157,0.0693052858114,0.0675591677427,0.0752800032496,0.0782886892557,0.0602762363851,0.0646063163877,0.0756232142448,0.0619790256023
9,0.072690166533,0.054242502898,0.0734297037125,0.0677210986614,0.0700600370765,0.0645642802119,0.0767028033733,0.0755501165986,0.0640767365694,0.0708598122001,0.0765416696668,0.0659653171897
10,0.0758084058762,0.0473751239479,0.0760821327567,0.0677552521229,0.0666887760162,0.0670210123062,0.0767382457852,0.0799802988768,0.0621604844928,0.0689307078719,0.0757260024548,0.0621871054173
11,0.0723512470722,0.0497085861862,0.0730547681451,0.0679303854704,0.0730459839106,0.0673400312662,0.0781560316682,0.0774312838912,0.0634504184127,0.066605694592,0.0768311023712,0.0638837441802
12,0.0732254907489,0.0493418388069,0.0737372040749,0.0651871412992,0.0675451159477,0.0669817700982,0.0764164105058,0.0761410295963,0.0688744187355,0.0700580403209,0.0741052925587,0.0615097731352
13,0.0739499628544,0.0562308616936,0.0733216106892,0.0625176504254,0.0693907663226,0.0752215310931,0.0771422833204,0.0738120004535,0.0617972537875,0.0653018802404,0.077685944736,0.0673728734255
14,0.0758393183351,0.0475400611758,0.0736223682761,0.0652383938432,0.0696677938104,0.0676275193691,0.0753143504262,0.0776537954807,0.0614305734634,0.070949986577,0.0768996924162,0.0615671649575
15,0.0731607005,0.0535107180476,0.0712308809161,0.0677388012409,0.0668081864715,0.0664563253522,0.0742645487189,0.0778826475143,0.0654513910413,0.0626098588109,0.0770515426993,0.0698135122657
16,0.0740834474564,0.0561616234481,0.0750321745872,0.061449483037,0.0733529999852,0.0704459175467,0.0787301436067,0.0789727345109,0.0640687942505,0.0683884173632,0.0758196264505,0.0633110329509
17,0.0707823708653,0.0509661994874,0.0739950761199,0.0671182572842,0.0698082894087,0.0723673254251,0.0736953318119,0.0775267034769,0.0636238977313,0.0661087036133,0.0728101208806,0.062963232398
18,0.0748258158565,0.0541474595666,0.0740975216031,0.0657788738608,0.0662361383438,0.0675790533423,0.0740885287523,0.0742373168468,0.0635967701674,0.0697108283639,0.0784812942147,0.060156494379
19,0.0749322250485,0.0564740933478,0.0775186568499,0.0654815360904,0.0664972886443,0.0638869032264,0.0758719295263,0.0788816511631,0.0629829242826,0.0688592121005,0.0749907791615,0.0656126365066
20,0.076194241643,0.0487297959626,0.07292714715,0.0695735290647,0.0734557211399,0.0649111270905,0.0760917663574,0.0758761614561,0.0700174123049,0.0637849420309,0.0754108652472,0.0682429298759
21,0.0761287808418,0.0608921572566,0.0762230530381,0.0671839863062,0.0677213296294,0.0651708468795,0.0745213329792,0.0765996947885,0.0704410970211,0.0669813901186,0.0703168958426,0.0665662884712
22,0.0763974636793,0.058727171272,0.0739441215992,0.0667336881161,0.0716944038868,0.0727189183235,0.0750582367182,0.0748986527324,0.0576523691416,0.069114074111,0.075529538095,0.0685512423515
23,0.0737586244941,0.0614014416933,0.0718951821327,0.0654799193144,0.0695763677359,0.0658928081393,0.0763010084629,0.0754352137446,0.0692241489887,0.0676912143826,0.0738632678986,0.0611767955124
24,0.0768670141697,0.0553129464388,0.075836032629,0.0648825019598,0.0705035403371,0.070900760591,0.0736176371574,0.0767344161868,0.0641727745533,0.0668047815561,0.0792106837034,0.0608673579991
