Date Time,Open,High,Low,Close,Volume,Adj Close
2012-05-24 00:00:00,12.36000,12.41000,11.89000,12.20000,2082900,12.20000
2012-05-25 00:00:00,12.29000,12.42000,12.05000,12.30000,1864300,12.30000
2012-05-28 00:00:00,12.43000,12.61000,12.25000,12.45000,257900,12.45000
2012-05-29 00:00:00,12.58000,12.70000,12.30000,12.53000,1259000,12.53000
2012-05-30 00:00:00,12.40000,12.51000,11.88000,12.02000,2374900,12.02000
2012-05-31 00:00:00,12.03000,12.38000,11.91000,12.08000,2329800,12.08000
2012-06-01 00:00:00,11.88000,12.11000,11.64000,11.78000,2217400,11.78000
2012-06-04 00:00:00,11.84000,11.84000,11.57000,11.73000,871400,11.73000
2012-06-05 00:00:00,11.78000,11.98000,11.44000,11.45000,991700,11.45000
2012-06-06 00:00:00,11.48000,11.66000,11.35000,11.51000,981200,11.51000
2012-06-08 00:00:00,11.43000,11.78000,11.34000,11.78000,1062700,11.78000
2012-06-11 00:00:00,11.77000,11.85000,11.28000,11.31000,1163300,11.31000
2012-06-12 00:00:00,11.41000,11.79000,11.36000,11.70000,1143300,11.70000
2012-06-13 00:00:00,11.78000,12.10000,11.49000,11.82000,1974300,11.82000
2012-06-14 00:00:00,11.82000,11.88000,11.39000,11.61000,1283700,11.61000
2012-06-15 00:00:00,11.69000,12.34000,11.56000,12.34000,2588000,12.34000
2012-06-18 00:00:00,12.15000,12.48000,11.98000,12.43000,2000200,12.43000
2012-06-19 00:00:00,12.62000,13.05000,12.46000,12.88000,2055000,12.88000
2012-06-20 00:00:00,12.90000,13.31000,12.89000,13.07000,2016700,13.07000
2012-06-21 00:00:00,13.11000,13.11000,12.43000,12.49000,1391500,12.49000
2012-06-22 00:00:00,12.62000,12.80000,12.48000,12.65000,826300,12.65000
2012-06-25 00:00:00,12.48000,12.70000,12.29000,12.55000,658900,12.55000
2012-06-26 00:00:00,12.44000,12.66000,12.24000,12.38000,999600,12.38000
2012-06-27 00:00:00,12.43000,12.70000,12.37000,12.54000,1170200,12.54000
2012-06-28 00:00:00,12.51000,12.61000,12.19000,12.59000,759800,12.59000
2012-06-29 00:00:00,13.12000,13.70000,13.12000,13.60000,3767200,13.60000
2012-07-02 00:00:00,13.48000,14.14000,13.35000,13.89000,1952100,13.89000
2012-07-03 00:00:00,14.09000,14.42000,13.63000,13.99000,1669700,13.99000
2012-07-04 00:00:00,13.89000,14.48000,13.80000,14.40000,744800,14.40000
2012-07-05 00:00:00,14.49000,14.49000,14.06000,14.12000,1948200,14.12000
2012-07-06 00:00:00,13.99000,14.10000,13.74000,13.87000,909000,13.87000
2012-07-10 00:00:00,14.17000,14.31000,13.39000,13.48000,914400,13.48000
2012-07-11 00:00:00,13.56000,13.64000,13.13000,13.37000,715200,13.37000
2012-07-12 00:00:00,13.08000,13.61000,13.03000,13.55000,673700,13.55000
2012-07-13 00:00:00,13.76000,13.94000,13.66000,13.89000,705500,13.89000
2012-07-16 00:00:00,13.89000,13.89000,13.45000,13.61000,593400,13.61000
2012-07-17 00:00:00,13.68000,13.89000,13.36000,13.81000,601800,13.81000
2012-07-18 00:00:00,13.74000,13.91000,13.46000,13.80000,661200,13.80000
2012-07-19 00:00:00,13.94000,14.03000,13.79000,13.83000,831200,13.83000
2012-07-20 00:00:00,13.71000,13.99000,13.55000,13.77000,1015300,13.77000
2012-07-23 00:00:00,13.44000,13.67000,13.27000,13.53000,655300,13.53000
2012-07-24 00:00:00,13.46000,13.58000,13.19000,13.24000,909200,13.24000
2012-07-25 00:00:00,13.33000,13.51000,12.82000,13.09000,1032200,13.09000
2012-07-26 00:00:00,13.42000,14.33000,13.21000,14.08000,3515500,14.08000
2012-07-27 00:00:00,14.12000,15.20000,13.71000,14.64000,3222800,14.64000
2012-07-30 00:00:00,14.62000,14.98000,14.06000,14.44000,1597500,14.44000
2012-07-31 00:00:00,14.32000,14.54000,14.07000,14.17000,1340800,14.17000
2012-08-01 00:00:00,14.00000,14.50000,13.73000,13.98000,1417100,13.98000
2012-08-02 00:00:00,13.74000,14.04000,13.54000,13.87000,1067900,13.87000
2012-08-03 00:00:00,14.18000,14.74000,14.16000,14.45000,1891000,14.45000
2012-08-06 00:00:00,14.61000,14.86000,14.53000,14.75000,1433800,14.75000
2012-08-07 00:00:00,14.67000,15.17000,14.64000,14.69000,1678600,14.69000
2012-08-08 00:00:00,14.58000,14.80000,14.10000,14.32000,2151100,14.32000
2012-08-09 00:00:00,14.19000,14.44000,14.04000,14.30000,1229400,14.30000
2012-08-10 00:00:00,14.22000,14.63000,14.02000,14.63000,3174700,14.63000
2012-08-13 00:00:00,14.53000,15.03000,14.39000,14.98000,1662800,14.98000
2012-08-14 00:00:00,14.99000,15.40000,14.63000,14.71000,1931200,14.71000
2012-08-15 00:00:00,14.72000,14.99000,14.68000,14.78000,2055600,14.78000
2012-08-16 00:00:00,15.22000,15.48000,14.93000,15.16000,2232000,15.16000
2012-08-17 00:00:00,15.23000,15.32000,14.97000,15.04000,1776800,15.04000
2012-08-20 00:00:00,15.08000,15.28000,14.84000,15.08000,1351200,15.08000
2012-08-21 00:00:00,15.31000,15.34000,14.64000,14.76000,1767100,14.76000
2012-08-22 00:00:00,14.76000,15.45000,14.76000,15.31000,3375700,15.31000
2012-08-23 00:00:00,15.22000,15.46000,14.84000,14.88000,1430500,14.88000
2012-08-24 00:00:00,14.96000,14.97000,14.65000,14.86000,1869400,14.86000
2012-08-27 00:00:00,14.70000,14.79000,14.17000,14.21000,1356400,14.21000
2012-08-28 00:00:00,14.21000,14.64000,14.21000,14.46000,3769700,14.46000
2012-08-29 00:00:00,14.49000,14.57000,13.85000,13.97000,1807000,13.97000
2012-08-30 00:00:00,13.88000,14.22000,13.81000,14.05000,1045400,14.05000
2012-08-31 00:00:00,14.17000,14.43000,13.89000,14.43000,2266400,14.43000
2012-09-03 00:00:00,14.43000,14.43000,13.92000,13.98000,1173900,13.98000
2012-09-04 00:00:00,13.89000,14.01000,13.58000,13.59000,1756100,13.59000
2012-09-05 00:00:00,13.71000,13.98000,13.49000,13.98000,1155900,13.98000
2012-09-06 00:00:00,13.93000,14.84000,13.80000,14.63000,2140700,14.63000
2012-09-10 00:00:00,15.08000,15.51000,14.96000,15.13000,2207000,15.13000
2012-09-11 00:00:00,15.26000,15.65000,15.14000,15.54000,2081800,15.54000
2012-09-12 00:00:00,15.72000,15.72000,15.25000,15.68000,1345900,15.68000
2012-09-13 00:00:00,15.72000,16.85000,15.54000,16.77000,2861200,16.77000
2012-09-14 00:00:00,16.69000,17.68000,16.65000,17.30000,3013900,17.30000
2012-09-17 00:00:00,17.30000,17.47000,16.71000,16.91000,1626900,16.91000
2012-09-18 00:00:00,16.77000,17.13000,16.48000,16.64000,1654900,16.64000
2012-09-19 00:00:00,16.65000,16.99000,16.36000,16.82000,1681300,16.82000
2012-09-20 00:00:00,16.59000,17.37000,16.59000,17.31000,1298700,17.31000
2012-09-21 00:00:00,17.40000,17.54000,16.93000,16.93000,1301300,16.93000
2012-09-24 00:00:00,17.00000,17.52000,17.00000,17.44000,1492900,17.44000
2012-09-25 00:00:00,17.55000,17.55000,17.05000,17.44000,2037300,17.44000
2012-09-26 00:00:00,17.44000,17.44000,16.24000,16.34000,2201100,16.34000
