4.912439759627865166e-01,4.911867815645119539e-01,4.903975074418583380e-01,4.915797741864387227e-01,4.913314729662759395e-01,4.912222136992687727e-01,4.909330788750191910e-01,4.906987068737591606e-01,4.907572023341306156e-01,4.909206372481718650e-01,4.905186687170006166e-01,4.914948553148679733e-01,4.912590090956724942e-01,4.909675297510314174e-01,4.914419454995237468e-01
4.914098710861133368e-01,4.913526557506124881e-01,4.905630919558840453e-01,4.917457920817106531e-01,4.914974001036930829e-01,4.913881008564895958e-01,4.910988601016255672e-01,4.908644020955578169e-01,4.909229190334667425e-01,4.910864139132901096e-01,4.906842977881564760e-01,4.916608421861313749e-01,4.914249097191841775e-01,4.911333236095052901e-01,4.916079130330669456e-01
4.912980093342000365e-01,4.912408078111132892e-01,4.904514349625622160e-01,4.916338492988489572e-01,4.913855172269983584e-01,4.912762443596084827e-01,4.909870734715199303e-01,4.907526721606179088e-01,4.908111749433973214e-01,4.909746302918056027e-01,4.905726114419709516e-01,4.915489198840018448e-01,4.913130443366909295e-01,4.910215286503455401e-01,4.914960034955352941e-01
4.913738380494010460e-01,4.913166269008860110e-01,4.905271208430807550e-01,4.917097344460205077e-01,4.914613606586866745e-01,4.913520694124952626e-01,4.910628498210122816e-01,4.908284089603769940e-01,4.908869216205021813e-01,4.910504045441128063e-01,4.906483178173158266e-01,4.916247907721745802e-01,4.913888755799195596e-01,4.910973108081517768e-01,4.915718654955273936e-01
4.909172732879051870e-01,4.908601187875561433e-01,4.900713961104474214e-01,4.912528374267934317e-01,4.910047092691521842e-01,4.908955262039734757e-01,4.906065931802705005e-01,4.903723849144353553e-01,4.904308394965838924e-01,4.905941602427758563e-01,4.901924726292442025e-01,4.911679777242351497e-01,4.909322959334792569e-01,4.906410200004440170e-01,4.911151047846797901e-01
4.910419265126781951e-01,4.909847564747565341e-01,4.901958189159083545e-01,4.913775817810321356e-01,4.911293862541681321e-01,4.910201735171717541e-01,4.907311618913442475e-01,4.904968898248721620e-01,4.905553603380014560e-01,4.907187255692140315e-01,4.903169284774460124e-01,4.912926990478476141e-01,4.910569532409062576e-01,4.907655980832988929e-01,4.912398117537487008e-01
4.908496399886341788e-01,4.907924939469464065e-01,4.900038882597786971e-01,4.911851545182598922e-01,4.909370630349584319e-01,4.908278961229586290e-01,4.905390058912617590e-01,4.903048323608285020e-01,4.903632782694389292e-01,4.905265747964483447e-01,4.901249467878353028e-01,4.911003073529034424e-01,4.908646604116302381e-01,4.905734276092078572e-01,4.910474422276319140e-01
4.906664791857147101e-01,4.906093558859893622e-01,4.898210646570250737e-01,4.910018603170662188e-01,4.907538674529203782e-01,4.906447439725789006e-01,4.903559687825195246e-01,4.901218886189767088e-01,4.901803112150949771e-01,4.903435426414443632e-01,4.899420748373901624e-01,4.909170468664464937e-01,4.906814936322804188e-01,4.903903767848677986e-01,4.908642027543888009e-01
4.906739346981951466e-01,4.906168101094294798e-01,4.898285009116296607e-01,4.910093233570113624e-01,4.907613249326202021e-01,4.906521989945009099e-01,4.903634172677091008e-01,4.901293317713456554e-01,4.901877557017156883e-01,4.903509908449770749e-01,4.899495138721612353e-01,4.909245080083212698e-01,4.906889494820447783e-01,4.903978260515080567e-01,4.908716627118916986e-01
4.905634914890424914e-01,4.905063810609128216e-01,4.897182678570512482e-01,4.908987971308662046e-01,4.906508600733910375e-01,4.905417611732051375e-01,4.902530510998334701e-01,4.900190237935919124e-01,4.900774331909646953e-01,4.902406277626461528e-01,4.898392506605818708e-01,4.908140027579063203e-01,4.905785025537514610e-01,4.902874513380561794e-01,4.907611705366832222e-01
4.905999166103884868e-01,4.905428014452392627e-01,4.897546226593276208e-01,4.909352500190422020e-01,4.906872924366610378e-01,4.905781844921986989e-01,4.902894504472585790e-01,4.900554036701630922e-01,4.901138179307084619e-01,4.902770260777613021e-01,4.898756155559526038e-01,4.908504486308540860e-01,4.906149289190849250e-01,4.903238535446514113e-01,4.907976120365142858e-01
4.906103999352580125e-01,4.905532831095429369e-01,4.897650812096717710e-01,4.909457430483755158e-01,4.906977782965822321e-01,4.905886671851255598e-01,4.902999247232954771e-01,4.900658710858501466e-01,4.901242870622412595e-01,4.902874999912234522e-01,4.898860776784794702e-01,4.908609392121286996e-01,4.906254126786886993e-01,4.903343288264314093e-01,4.908081010905720465e-01
4.905239992829978912e-01,4.904668930833399054e-01,4.896788380696198706e-01,4.908592800562829872e-01,4.906113613926829653e-01,4.905022705756641455e-01,4.902135818617553986e-01,4.899795718374903020e-01,4.900379769250691186e-01,4.902011594440731646e-01,4.897998119599484279e-01,4.907744919769278513e-01,4.905390092334702135e-01,4.902479795575463428e-01,4.907216636756984718e-01
4.907618255186501077e-01,4.907046903721458686e-01,4.899162353225238187e-01,4.910972761368233019e-01,4.908492319026143136e-01,4.907400857981920606e-01,4.904512506791426363e-01,4.902171218752368054e-01,4.902755566164818668e-01,4.904388219575218644e-01,4.900372706916982235e-01,4.910124451246509758e-01,4.907768430782688540e-01,4.904856658265957514e-01,4.909595900669870283e-01
4.908071733391223268e-01,4.907500327225610692e-01,4.899615021284104421e-01,4.911426560661735774e-01,4.908945880914687976e-01,4.907854315376762311e-01,4.904965687576311462e-01,4.902624175220529068e-01,4.903208578623107217e-01,4.904841388448066830e-01,4.900825491015136648e-01,4.910578169362059264e-01,4.908221923375976070e-01,4.905309872014960715e-01,4.910049568197868419e-01
4.910267638338242091e-01,4.909695961753291482e-01,4.901806917268554109e-01,4.913624051943562554e-01,4.911142199425513888e-01,4.910050117438183315e-01,4.907160121775061001e-01,4.904817499385306090e-01,4.905402179938831986e-01,4.907035763748571755e-01,4.903017961724531748e-01,4.912775259698660135e-01,4.910417899390128738e-01,4.907504469285989268e-01,4.912246408645694618e-01
4.909655156123943209e-01,4.909083558708633999e-01,4.901195610269219460e-01,4.913011105662770661e-01,4.910529596177946599e-01,4.909437665346831348e-01,4.906548070315518428e-01,4.904205773334427421e-01,4.904790372611619875e-01,4.906423729541097845e-01,4.902406486046591572e-01,4.912162430664273050e-01,4.909805396386191512e-01,4.906892370041868734e-01,4.911633652699287644e-01
4.911402464934652712e-01,4.910830650982318524e-01,4.902939708519439832e-01,4.914759684642501236e-01,4.912277236139907521e-01,4.911184891772758521e-01,4.908294201384110211e-01,4.905951015435650042e-01,4.906535836674681406e-01,4.908169813443082341e-01,4.904151044615544519e-01,4.913910688622321610e-01,4.911552762102543990e-01,4.908638631700867894e-01,4.913381710576487649e-01
4.908966109686199730e-01,4.908394592391946420e-01,4.900507749787448852e-01,4.912321588787093019e-01,4.909840427154498199e-01,4.908748649390684005e-01,4.905859459433690173e-01,4.903517490822890124e-01,4.904102008148140124e-01,4.905735136099444449e-01,4.901718455786649442e-01,4.911473032747084022e-01,4.909116328872675239e-01,4.906203710895449266e-01,4.910944328905695877e-01
4.908240212103179290e-01,4.907668781713667716e-01,4.899783139285917022e-01,4.911595181087760054e-01,4.909114396623306953e-01,4.908022784869907618e-01,4.905134034366298024e-01,4.902792422128222083e-01,4.903376850500808515e-01,4.905009729954937225e-01,4.900993660936574514e-01,4.910746754017334958e-01,4.908390408433431218e-01,4.905478233457324921e-01,4.910218130544830584e-01
4.906209444753965587e-01,4.905638262342408851e-01,4.897756047062343798e-01,4.909562958768864394e-01,4.907083249994514951e-01,4.905992111866261385e-01,4.903104615587248749e-01,4.900764020943390031e-01,4.901348195268058761e-01,4.902980365181445754e-01,4.898966041996587473e-01,4.908714899475202786e-01,4.906359575899559844e-01,4.903448665170953569e-01,4.908186505209098383e-01
4.905804160634598121e-01,4.905233028635191950e-01,4.897351510288632248e-01,4.909157378912573644e-01,4.906677888775737295e-01,4.905586846926695554e-01,4.902699605647543035e-01,4.900359217934712186e-01,4.900943340594096087e-01,4.902575366222383657e-01,4.898561398085174434e-01,4.908309394366379141e-01,4.905954278530140766e-01,4.903043624831418534e-01,4.907781046686705007e-01
4.905448356562467915e-01,4.904877269950774776e-01,4.896996379924469789e-01,4.908801308786840956e-01,4.906322015315420226e-01,4.905231060124125575e-01,4.902344048520745345e-01,4.900003847352736308e-01,4.900587923419794656e-01,4.902219818985449895e-01,4.898206171028824385e-01,4.907953391460456727e-01,4.905598462539809135e-01,4.902688040310919648e-01,4.907425085683115307e-01
4.903779345268832190e-01,4.903208465562927665e-01,4.895330436218703896e-01,4.907131083783990988e-01,4.904652687596006699e-01,4.903562127551042149e-01,4.900676162565018035e-01,4.898336810776288686e-01,4.898920674768832417e-01,4.900551978096769901e-01,4.896539787525746035e-01,4.906283473215106716e-01,4.903929396870991830e-01,4.901020029577965453e-01,4.905755358626460172e-01
4.906335278915699427e-01,4.905764084135207370e-01,4.897881699111222842e-01,4.909688865787438794e-01,4.907209103109773096e-01,4.906117941323444587e-01,4.903230382616081684e-01,4.900889737551999970e-01,4.901473924441344665e-01,4.903106129523013279e-01,4.899091719988734051e-01,4.908840788041409220e-01,4.906485413326109879e-01,4.903574439623636372e-01,4.908312382286490472e-01
4.908976799781213929e-01,4.908405281118531360e-01,4.900518419101729251e-01,4.912332286772303491e-01,4.909851119322249380e-01,4.908759338963322172e-01,4.905870142035527737e-01,4.903528167668854687e-01,4.904112686442662628e-01,4.905745818403333125e-01,4.901729128144619585e-01,4.911483728751930844e-01,4.909127019316785190e-01,4.906214394336529394e-01,4.910955023672624042e-01
4.908714330825934002e-01,4.908142847153698640e-01,4.900256470320692448e-01,4.912069612912265404e-01,4.909588596901112711e-01,4.908496883323209548e-01,4.905607863541699976e-01,4.903266033210494368e-01,4.903850515992751458e-01,4.905483547536320654e-01,4.901467104602788005e-01,4.911221106638744560e-01,4.908864541185711805e-01,4.905952094701854782e-01,4.910692433823297676e-01
4.910022043575585915e-01,4.909450398684142569e-01,4.901561792876183987e-01,4.913378271377453754e-01,4.910896556206503227e-01,4.909804534734145132e-01,4.906914699443919448e-01,4.904572207295974651e-01,4.905156855321601839e-01,4.906790348323823991e-01,4.902772769832510202e-01,4.912529526078525666e-01,4.910172296302900419e-01,4.907259027828272391e-01,4.912000704289576358e-01
4.906529306781708955e-01,4.905958091030075408e-01,4.898075417592343550e-01,4.909883017043074616e-01,4.907403163095261922e-01,4.906311961212913575e-01,4.903424296590069842e-01,4.901083565866656833e-01,4.901667774113240283e-01,4.903300038936175831e-01,4.899285482625420629e-01,4.909034908065336156e-01,4.906679446722936322e-01,4.903768366201654016e-01,4.908506482858807640e-01
4.909398865350232399e-01,4.908827295031601978e-01,4.900939719318890275e-01,4.912754655489772193e-01,4.910273263909039065e-01,4.909181384880528243e-01,4.906291926705593776e-01,4.903949740423858006e-01,4.904534312097821869e-01,4.906167591822474527e-01,4.902150538024228066e-01,4.911906020836234732e-01,4.909549098470681328e-01,4.906636210144233456e-01,4.911377267998689455e-01
4.909519222285441131e-01,4.908947641076858437e-01,4.901059916525830618e-01,4.912875076712054367e-01,4.910393637548776669e-01,4.909301737674255928e-01,4.906412224602946237e-01,4.904069994100703767e-01,4.904654576782859210e-01,4.906287887357509980e-01,4.902270757905323739e-01,4.912026425758215797e-01,4.909669458286569643e-01,4.906756514560802196e-01,4.911497662777478679e-01
4.911784282519640610e-01,4.911212423344397116e-01,4.903320856529992389e-01,4.915141767727339572e-01,4.912659122914292409e-01,4.911566692153494507e-01,4.908675773104572704e-01,4.906332401762149020e-01,4.906917269272534909e-01,4.908551375317014021e-01,4.904532288504507287e-01,4.914292704576991855e-01,4.911934591584470877e-01,4.909020230668349472e-01,4.913763684699770651e-01
4.917856502770874272e-01,4.917283893867387401e-01,4.909381960846616599e-01,4.921218385781430116e-01,4.918732489730117119e-01,4.917638627158640863e-01,4.914743915614905312e-01,4.912397466398268353e-01,4.912983102405912295e-01,4.914619354522629102e-01,4.910594986562187847e-01,4.920368211127493230e-01,4.918007008861668417e-01,4.915088825324631649e-01,4.919838498493718792e-01
4.917955262741571243e-01,4.917382646724830497e-01,4.909480617589658258e-01,4.921317188009562416e-01,4.918831260645673553e-01,4.917737384425575065e-01,4.914842637144051229e-01,4.912496159353166303e-01,4.913081802452270441e-01,4.914718074514230484e-01,4.910693657812575386e-01,4.920467002608100437e-01,4.918105770727272952e-01,4.915187551081203199e-01,4.919937283296446084e-01
4.917455382626600424e-01,4.916882828444866238e-01,4.908981654259491623e-01,4.920816945164919742e-01,4.918331285962873056e-01,4.917237527836149091e-01,4.914343093346854596e-01,4.911996869403001398e-01,4.912582449121747907e-01,4.914218544187037852e-01,4.910194563041365146e-01,4.919966851440112365e-01,4.917605874359733398e-01,4.914687969993225547e-01,4.919437189267159560e-01
4.914271463455399669e-01,4.913699298980889751e-01,4.905803511765178260e-01,4.917630739699411224e-01,4.915146770768896167e-01,4.914053756933643990e-01,4.911161293626761237e-01,4.908816669173114988e-01,4.909401849550426578e-01,4.911036829345337140e-01,4.907015592497571133e-01,4.916781223855115623e-01,4.914421852758980025e-01,4.911505935286636371e-01,4.916251921839879246e-01
4.915316148351421277e-01,4.914743850934095715e-01,4.906846223785648053e-01,4.918676204003158969e-01,4.916191658924286001e-01,4.915098391247816889e-01,4.912205255253938030e-01,4.909860084527201129e-01,4.910445401333998205e-01,4.912080762004637502e-01,4.908058587611400236e-01,4.917826491224867591e-01,4.915466572573363724e-01,4.912549977138584434e-01,4.917297066451637444e-01
4.920124401190558161e-01,4.919551519837926379e-01,4.911645822639106318e-01,4.923487883024887379e-01,4.921000804891258462e-01,4.919906421923526674e-01,4.917010332513842563e-01,4.914662765612257678e-01,4.915248680633941825e-01,4.916885712093450045e-01,4.912859426727985701e-01,4.922637304196310626e-01,4.920274978910791353e-01,4.917355406452111333e-01,4.922107339683209348e-01
4.922443637122526083e-01,4.921870472578048217e-01,4.913960860760928084e-01,4.925808780349927862e-01,4.923320473938850306e-01,4.922225550111670733e-01,4.919328028284183918e-01,4.916979299060921793e-01,4.917565504277739974e-01,4.919203346184666814e-01,4.915175066581963792e-01,4.924957781590588723e-01,4.922594289275301072e-01,4.919673272982759138e-01,4.924427555360106346e-01
4.919657411259564239e-01,4.919084591253043981e-01,4.911179744033318251e-01,4.923020533666187526e-01,4.920533721195664567e-01,4.919439455334652656e-01,4.916543676437380439e-01,4.914196361877809505e-01,4.914782213859615889e-01,4.916419069388776042e-01,4.912393217229818476e-01,4.922170045626315105e-01,4.919807972878316726e-01,4.916888713329685690e-01,4.921640137714586305e-01
4.918324250178187640e-01,4.917751590904803627e-01,4.909848964445881481e-01,4.921686429356099679e-01,4.919200314254992268e-01,4.918106355404786578e-01,4.915211389396618169e-01,4.912864734239203446e-01,4.913450421610181529e-01,4.915086817350212689e-01,4.911062096410942490e-01,4.920836179757603346e-01,4.918474769537786173e-01,4.915556329399648483e-01,4.920306420442022155e-01
4.917964118395798945e-01,4.917391502459406705e-01,4.909489474875628479e-01,4.921326043294143582e-01,4.918840116189288625e-01,4.917746240110703604e-01,4.914851493284536077e-01,4.912505015947079001e-01,4.913090658924785803e-01,4.914726930674966909e-01,4.910702514806946639e-01,4.920475857972700373e-01,4.918114626364667452e-01,4.915196407160982717e-01,4.919946138715116102e-01
4.918094954535721097e-01,4.917522323121272243e-01,4.909620081779442202e-01,4.921456970282871990e-01,4.918970976006547535e-01,4.917877070361864611e-01,4.914982245268283978e-01,4.912635704458906960e-01,4.913221363280028675e-01,4.914857679289058034e-01,4.910833154544482215e-01,4.920606761992534217e-01,4.918245466574285296e-01,4.915327168472268249e-01,4.920077028421789844e-01
4.917743352950507685e-01,4.917170761675623281e-01,4.909269073887117529e-01,4.921105132897967138e-01,4.918619312991737158e-01,4.917525484046497142e-01,4.914630861842112508e-01,4.912284485414090685e-01,4.912870103219869611e-01,4.914506304598921793e-01,4.910482061720345404e-01,4.920254984246983376e-01,4.917893854423115441e-01,4.914975760878991795e-01,4.919725287833992544e-01
4.917703254034877514e-01,4.917130666079834178e-01,4.909229023301884820e-01,4.921065014289382478e-01,4.918579208970592087e-01,4.917485386392497770e-01,4.914590780885919608e-01,4.912244417836680865e-01,4.912830032319857598e-01,4.914466224362117330e-01,4.910442004322426723e-01,4.920214870642083960e-01,4.917853754623073281e-01,4.914935677945637682e-01,4.919685177339802595e-01
4.916474268156540428e-01,4.915901831239304354e-01,4.908002276725004220e-01,4.919835142432195663e-01,4.917349992108610013e-01,4.916256457979216732e-01,4.913362616485948409e-01,4.911016873473225131e-01,4.911602333143785803e-01,4.913238092859633088e-01,4.909214936697213205e-01,4.918985222710475225e-01,4.916624729053312715e-01,4.913707422459919760e-01,4.918455668971185579e-01
4.919321574722571588e-01,4.918748786777564774e-01,4.910844378723485115e-01,4.922684508080650279e-01,4.920197835504752093e-01,4.919103630991388809e-01,4.916208013824122647e-01,4.913860829726591772e-01,4.914446649213363161e-01,4.916083413736725971e-01,4.912057784899427904e-01,4.921834067945696223e-01,4.919472127869249367e-01,4.916553031496138093e-01,4.921304189852938604e-01
4.919928785004680227e-01,4.919355928214033113e-01,4.911450570972490381e-01,4.923292122848705321e-01,4.920805151154040158e-01,4.919710815083295219e-01,4.916814849957197864e-01,4.914467383988110893e-01,4.915053273801416878e-01,4.916690234888138611e-01,4.912664122753075402e-01,4.922441580402064920e-01,4.920079356275109395e-01,4.917159909072867374e-01,4.921911638567414427e-01
4.918803921385923594e-01,4.918231204099425824e-01,4.910327776254671539e-01,4.922166441050933039e-01,4.919680074208443443e-01,4.918586004542199741e-01,4.915690745152252461e-01,4.913343852039988580e-01,4.913929598808951527e-01,4.915566160471468993e-01,4.911541031338887975e-01,4.921316105375958538e-01,4.918954456003146181e-01,4.916035720121006980e-01,4.920786292418460328e-01
4.920168502154386725e-01,4.919595615650568798e-01,4.911689847508746709e-01,4.923532014276844060e-01,4.921044913742601001e-01,4.919950520928137450e-01,4.917054405490510760e-01,4.914706817520388960e-01,4.915292737796645994e-01,4.916929783948859045e-01,4.912903462470895599e-01,4.922681427785047803e-01,4.920319081232838454e-01,4.917399482527463617e-01,4.922151458498107424e-01
4.922807295111475967e-01,4.922234081595626143e-01,4.914323791078573089e-01,4.926172725236100947e-01,4.923684206777158567e-01,4.922589189467789228e-01,4.919691419740909177e-01,4.917342489028027619e-01,4.917928744582719114e-01,4.919566726963863768e-01,4.915538101437424423e-01,4.925321654014863104e-01,4.922957960119576648e-01,4.920036694017317358e-01,4.924791382606328316e-01
